PhotoID,CameraModel,LensID,ShutterSpeedValue,ApertureValue,ISO,FocalLength,FocalLengthIn35mmFormat,SubjectDistance,eyeglasses,head_accessory,ear_obstruct,makeup,facialhair,face_decor,head_tilt,head_lift,head_turn,BirthYear,Age_atphoto,Gender,Nationality,Weight,Height,fWHR,M_attractiveness,SD_attractiveness,M_dominance,SD_dominance,M_femininity,SD_femininity,M_masculinity,SD_masculinity,M_trustworthiness,SD_trustworthiness,M_Turkishness,SD_Turkishness,GM_DA,GM_MF
521,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,0,1995,21,Female,Turkish,48,162,1.837029882,3.125,1.641091654,3.210526316,1.305713299,4.321428571,1.441049401,2.490909091,1.513797375,4.087719298,1.353312098,3.526315789,1.019545823,0.046234646,-0.023323867
523,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,4.22 m,0,0,2,0,0,0,1,0,0,1993,23,Female,Turkish,63,176,1.867445933,2.783333333,1.795395869,3.951612903,1.731363713,3.584615385,1.519583698,3.19047619,1.749259224,3.412698413,1.477082135,3.35483871,0.94255972,0.042826309,-0.041151025
526,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,1,0,0,0,0,0,1996,20,Female,Turkish,61,184,1.90540586,2.95,1.731316732,4.564516129,1.704583673,4.163934426,1.540349829,3.163934426,1.603956856,2.983870968,1.431403478,3.95,0.832089467,0.043451287,-0.031135983
527,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,2,2,0,2,0,0,0,1995,21,Female,Other,54,172,2.149278506,4.482142857,1.85855341,5.196428571,1.667002131,5.381818182,1.496797929,2.413793103,1.72732917,2.821428571,1.490663584,2.178571429,0.936281676,0.054863465,-0.035835388
532,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,0,1996,20,Female,Turkish,58,162,1.965900556,4.483333333,1.662055769,3.916666667,1.405698652,5.196721311,1.469916915,1.916666667,1.154088776,4.754098361,1.31219584,3.344262295,1.167408039,0.020879715,-0.017132615
533,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,1,1994,22,Female,Turkish,60,166,1.967024314,2.709090909,1.356366705,5.107142857,1.533606225,3.964285714,1.617678311,5.385964912,3.183407799,3.464285714,1.400834631,2.254545455,1.004032274,0.045671541,-0.012632882
534,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,1,0,0,0,0,0,1993,23,Female,Turkish,52,165,1.943491774,4.807017544,1.493301669,4.946428571,1.506587268,5.375,1.287174495,2.206896552,1.495708724,5,1.361816968,3.929824561,0.961019717,0.041345283,-0.023907316
535,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,2,0,0,0,0,0,1993,23,Female,Turkish,60,165,1.974269574,3.206896552,1.704057291,4.017241379,1.550227819,4.333333333,1.539171082,2.137931034,1.161491417,3.637931034,1.618947848,4.1,0.656131446,0.039258527,-0.018633239
536,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1993,23,Female,Turkish,70,168,2.140107521,2.1,1.115377872,4.949152542,1.706213077,3.786885246,1.761767617,3.85483871,1.932014783,3.158730159,1.427905631,3.095238095,1.160009534,0.033150104,-0.012421036
537,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,2,0,0,0,1992,24,Female,Turkish,53,170,1.90008223,4.677966102,1.40737807,4.4,1.440338943,5.186440678,1.383082219,2.406779661,1.498489401,4.847457627,1.595398116,3.333333333,0.914416859,0.033991353,-0.028924611
539,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,0,0,0,0,0,1,1993,23,Female,Turkish,64,163,2.11762536,3.896551724,1.651045975,4.193548387,1.628020116,4.9,1.336577973,2.35,1.424066748,4.338983051,1.445685251,3.114754098,1.034381629,0.043365169,-0.013778371
542,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,0,0,1,2,0,0,0,0,0,1994,22,Female,Turkish,56,161,1.906668866,4.389830508,1.702097582,4.721311475,1.694413837,5.033333333,1.437590577,2.406779661,1.463564898,4.533333333,1.682075662,3.949152542,0.89872954,0.041954581,-0.00456298
2,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1995,21,Male,Turkish,90,177,2.011394204,1.527777778,0.934054048,4.301369863,1.420924303,1.410958904,0.79644377,4.555555556,1.806786026,2.712328767,1.549905481,4.040540541,0.928088169,0.025280981,0.021145151
4,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,92.0 mm,138 mm,2.82 m,0,0,2,0,2,0,1,0,0,1996,20,Male,Turkish,80,187,2.059983253,3.08,1.690673942,3.621621622,1.201627922,2.413333333,1.471286745,4.493150685,1.395660812,4.5,1.632293957,4.12,0.83762857,0.04088491,0.022782982
6,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1995,21,Male,Turkish,68,183,1.922984679,3.171052632,1.586511123,3.272727273,1.392048506,2.32,1.386810457,4.571428571,1.332079611,4.025974026,1.693439555,4.285714286,0.704443469,0.036849197,0.013828581
7,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,90.0 mm,135 mm,2.82 m,0,0,2,0,2,0,0,0,0,1996,20,Male,Turkish,85,188,1.865981975,2.1875,1.202252633,2.961538462,1.200024975,2.064102564,1.209698294,3.9375,1.31537885,4.303797468,1.40834901,3.875,0.891237229,0.05340309,0.002351166
8,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1995,21,Male,Turkish,64,190,1.92000576,1.766233766,1.212827318,3.597402597,1.378975022,1.884615385,1.28912302,4.038961039,1.802349041,3.168831169,1.507896735,3.551282051,1.064753321,0.036373415,0.017720594
9,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,92.0 mm,138 mm,2.82 m,0,0,2,0,2,0,0,0,0,1991,25,Male,Turkish,115,184,2.087048193,1.520547945,0.899221717,5.026666667,1.755095542,1.28,0.76334966,5.573333333,1.444218046,2.918918919,1.523844784,4.44,0.739612755,0.04057297,0.028805768
10,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1995,21,Male,Turkish,85,175,2.082736583,1.621621622,1.056003096,4.225352113,1.741897021,1.438356164,0.912662487,4.866666667,1.638500743,3.01369863,1.409227041,3.783783784,0.99684805,0.041803171,0.024359268
11,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,0,0,0,0,0,1997,19,Male,Turkish,88,190,1.902115427,2.266666667,1.398197037,3.36,1.582334915,2.986666667,1.75139584,3.540540541,1.563182469,3.986842105,1.518713675,3.513157895,0.930855106,0.046161083,0.024644825
12,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,2,0,0,0,1,0,0,1997,19,Male,Turkish,60,175,1.978822878,1.986842105,1.390380486,2.546666667,1.318202434,2.571428571,1.592982732,3.736842105,1.619616589,3.918918919,1.568148343,4.173333333,0.991495367,0.049708266,0.004808933
13,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,1,0,0,1997,19,Male,Turkish,66,179,2.016602394,1.986486486,1.244090065,5.355263158,1.35355283,1.386666667,0.803595524,5.337662338,1.447415024,2.631578947,1.412724132,4.066666667,0.963290158,0.043737706,0.03126934
15,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1995,21,Male,Turkish,70,179,2.009641865,2.649350649,1.345227762,3.461538462,1.35505123,1.789473684,1.12327841,4.207792208,1.624950706,4.386666667,1.384209535,3.820512821,0.768597808,0.039358515,0.034605815
16,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1996,20,Male,Turkish,75,179,2.224765489,3.602564103,1.738335848,3.632911392,1.302632593,2.556962025,1.429961766,4.35,1.424025316,4.075949367,1.53399221,3.275,1.1020694,0.049325259,0.036751535
18,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1995,21,Male,Turkish,70,175,2.132343853,1.91025641,1.229358374,3.302631579,1.404941155,2.84,1.533764138,3.58974359,1.362159262,3.666666667,1.436336682,3.306666667,0.999639575,0.032579529,0.011830068
28,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,2,0,2,0,0,1,0,1995,21,Male,Turkish,65,172,2.151657732,3.630136986,2.098325055,3.893333333,1.341372163,2.260273973,1.590137985,4.506666667,1.562857166,4.547945205,1.57269316,3.828947368,1.063179607,0.057468152,0.03484082
31,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,1,0,1,0,0,0,0,1996,20,Male,Turkish,105,184,1.998194766,1.465753425,1.041929191,2.945945946,1.497869646,2.493150685,1.716935963,3.333333333,1.464289638,3.135135135,1.519952454,3.643835616,0.948241985,0.042124718,-0.001135911
36,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,1,1995,21,Male,Turkish,57,163,2.044227943,2.945205479,1.614951074,3.85915493,1.588312444,2.166666667,1.4437822,4.391891892,1.568679469,4.506666667,1.613903555,4.181818182,0.928032337,0.040846168,0.015253026
44,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,1,0,0,0,0,1995,21,Male,Turkish,73,180,1.852097207,2.236842105,1.41297248,3.142857143,1.527935361,2.066666667,1.244809041,4.210526316,1.454334115,4.573333333,1.490268734,3.960526316,0.985776032,0.041597423,0.001196245
54,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,66.0 mm,99 mm,2.82 m,0,0,2,0,0,0,2,0,0,1996,20,Male,Turkish,72,178,2.167022231,3.092105263,1.584740833,2.565789474,1.299595079,3.828947368,1.813932435,2.933333333,1.398197037,4.84,1.55997228,2.973684211,1.15439663,0.041119697,0.023600808
55,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,1,1992,24,Male,Turkish,74,176,2.038431382,1.41025641,0.780208055,3.08974359,1.613143237,1.987012987,1.418797735,3.844155844,1.828609877,2.765432099,1.575369837,3.58974359,1.074327303,0.04733673,0.008372632
57,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,1,1994,22,Male,Turkish,76,176,1.986258402,3.689189189,1.774443194,3.849315068,1.265692969,2.081081081,1.421524907,5.098591549,1.220713253,4.625,1.428458245,4.219178082,0.76823346,0.035275252,0.018868957
77,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1994,22,Male,Turkish,,,1.964405921,1.704225352,1.138851128,2.898550725,1.384206372,1.942857143,1.226349766,3.75,1.659373715,3.676056338,1.730191136,4.013888889,0.999902186,0.039341522,0.02238727
78,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,2,0,2,0,0,0,0,1994,22,Male,Turkish,,,2.254846096,2.168831169,1.380337463,4.5,1.546095391,1.878378378,1.270882583,4.526315789,1.628690142,3.753424658,1.631127949,4.378378378,0.676467511,0.054224209,0.037601364
79,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,98.0 mm,147 mm,2.82 m,0,0,1,0,2,0,0,0,0,1996,19,Male,Turkish,,,1.82121125,2.945945946,1.766444396,4.756756757,1.542199202,1.346666667,0.603891285,5.64,1.311487705,3.693333333,1.506502423,3.733333333,1.142937578,0.044386173,0.016050213
88,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,1,1995,21,Male,Turkish,,,1.982351406,1.5625,1.029240226,2.556962025,1.248042934,2.6875,1.547507183,3.0625,1.362645881,3.392405063,1.435964087,3.7,0.933212771,0.044415288,0.014197618
90,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,1,0,2,0,2,0,0,1,0,1995,21,Male,Turkish,,,2.094199601,2.48,1.518890064,4,1.509230856,1.92,1.11209566,4,1.619142249,3.459459459,1.70566493,3.92,0.86618143,0.05102919,0.001099073
93,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,1,0,1,0,1,1,0,1994,21,Male,Turkish,,,2.086568334,2.757142857,1.929449229,3.4,1.654155943,3.3,1.91371859,3.813333333,1.574229398,3.23943662,1.62537722,2.861111111,1.078673619,0.04647164,0.015367748
96,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1993,23,Male,Turkish,,,2.074133416,1.605263158,0.967180747,3.727272727,1.825523455,1.683544304,1.276456471,4.12987013,1.704102244,3.701298701,1.717287756,4.17721519,0.957554225,0.046152072,0.011103123
103,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,98.0 mm,147 mm,2.82 m,0,0,2,0,2,0,2,0,0,1994,21,Male,Turkish,,,2.110060912,2.118421053,1.336334342,2.592105263,1.097605048,3.103896104,1.577676636,3.103896104,1.313737292,3.631578947,1.703659632,2.454545455,0.994001146,0.040580644,0.021947294
119,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1994,22,Male,Turkish,60,162,2.337519216,2.5,1.60105599,3.753623188,1.449196503,2.014492754,1.15672908,4.420289855,1.469351569,3.2,1.460593487,3.85915493,0.815839176,0.046682485,0.026487267
121,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,2,1,0,1984,32,Male,Turkish,,,1.950479733,3.142857143,1.730256865,4.852941176,1.632365794,1.605633803,1.034806721,5.071428571,1.477575654,3.591549296,1.572781565,3.319444444,1.0591837,0.052931448,0.052651554
122,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1996,20,Male,Turkish,58,173,1.942070151,2.575342466,1.5176536,2.945205479,1.279001466,2.328767123,1.394979037,4.146666667,1.467608215,4.054054054,1.654316826,3.794520548,0.912245461,0.025723968,0.013405339
140,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,1,0,1995,21,Male,Turkish,100,180,2.155018675,1.777777778,1.128656464,4.126760563,1.638200907,1.305555556,0.684617481,5.123287671,1.666209983,3.291666667,1.63101541,3.534246575,1.155688729,0.069739575,0.048384843
141,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,1,0,2,0,1,0,0,1995,21,Male,Turkish,,,2.037204275,2.27027027,1.367903078,5.090909091,1.425166825,1.246753247,0.588393087,5.493333333,1.446088231,2.907894737,1.338433229,3.987654321,0.980992191,0.036787571,0.021014361
142,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,85.0 mm,127 mm,2.82 m,0,0,2,0,2,0,1,0,0,1996,20,Male,Other,91,176,1.996428178,2.184210526,1.467065337,2.680555556,1.372018036,2.575342466,1.373537689,3.630136986,1.45780323,4.243243243,1.441183026,4.256756757,0.703432111,0.030460516,0.012567063
143,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1996,20,Male,Turkish,65,175,1.84872924,4.381578947,1.469395388,4.5,1.37113092,2.012987013,1.362017722,5.467532468,1.303683199,4.72,1.484696711,4.337662338,0.736463627,0.035955821,0.011949072
145,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1996,20,Male,Turkish,55,170,2.123409825,1.46835443,0.903489574,3.184210526,1.654976546,2.584415584,1.641169748,3.64556962,1.485295228,3.025641026,1.468052504,3.569620253,1.033832108,0.041286656,0.001758332
146,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,105.0 mm,157 mm,,1,0,1,0,2,0,0,0,0,1993,22,Male,Turkish,,,2.029751254,3.075949367,1.715481183,4.205128205,1.51493838,1.913580247,1.216527136,4.725,1.422913752,4.050632911,1.655594511,4.050632911,0.732027991,0.045603848,0.013436507
147,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,1,0,0,0,0,1995,21,Male,Turkish,65,175,2.057728663,3.368421053,1.66406815,4.081081081,1.311244904,2.689189189,1.534316819,4.276315789,1.400939534,3.64,1.582334915,3.328947368,1.011772806,0.029738311,0.006365583
149,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1996,20,Male,Turkish,66,186,1.837541874,1.558441558,0.979977262,2.866666667,1.742422462,1.688311688,1.205903682,4.012987013,1.697471079,3.613333333,1.460223357,4.038461538,0.972909783,0.046970695,0.009776325
161,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,1,0,2,0,1,0,0,1996,20,Male,Turkish,77,174,2.025987097,2.306666667,1.185193944,3.432432432,1.395502375,1.95890411,1.4666511,4.391891892,1.460132923,4.04109589,1.686863923,4.405405405,0.738731214,0.040863116,0.018279745
166,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1994,22,Male,Turkish,,,1.943054385,3.263157895,1.738723064,3.975,1.211495571,2.105263158,1.184105258,4.753246753,1.309437848,4.063291139,1.408233774,3.949367089,0.766255199,0.033105567,0.009844638
168,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1993,23,Male,Turkish,70,175,2.172799995,1.474358974,0.784994978,4.454545455,1.682303047,1.909090909,1.268876608,4.207317073,1.782894061,2.703703704,1.452966315,4.109756098,0.83156995,0.047509517,0.017402436
175,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1994,22,Male,Turkish,75,181,2.034501205,2.08,1.312723597,3.48,1.545350481,1.84,1.252457045,4.217948718,1.373661671,3.226666667,1.475688876,4.2,0.657595949,0.055076491,-0.001022725
191,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1996,20,Male,Turkish,61,165,2.10997293,1.772151899,1.176145019,5.230769231,1.519766531,1.285714286,0.666039806,5.37037037,1.478550341,2.746835443,1.564578705,4.179487179,0.976923208,0.042370098,0.004782558
193,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,1,0,0,1995,21,Male,Turkish,73,180,2.067081057,3.455696203,1.900050393,3.493670886,1.338516378,2.05,1.221122124,4.580246914,1.523681377,4.4625,1.44908308,4.259259259,0.703167437,0.029059522,0.027123516
202,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,1,0,2,0,2,0,0,1,0,1992,24,Male,Other,,,1.861878889,3.506666667,2.022664374,4.736842105,1.279254169,1.546666667,1.14246454,5.688311688,1.150054235,4,1.550936944,3.896103896,1.058604041,0.040427676,0.031825854
203,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,92.0 mm,138 mm,2.82 m,0,0,1,0,2,0,1,0,0,1993,23,Male,Turkish,81,186,2.02120637,3.571428571,2.136330914,5.090909091,1.137654769,1.828947368,1.279459864,5.282051282,1.458494473,3.25974026,1.77261773,3.714285714,1.049525492,0.052836687,0.015154054
209,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,2,0,0,0,0,1992,24,Male,Turkish,83,180,1.957017516,3.930555556,1.825688285,4.256756757,1.365532771,1.689189189,1.084456504,5.333333333,1.18929156,4.356164384,1.337180523,4.164383562,0.764011682,0.03652823,0.035330169
210,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,98.0 mm,147 mm,2.82 m,0,0,1,0,2,0,0,0,0,1993,23,Male,Turkish,,,1.897829755,1.810810811,1.278651641,4.662162162,1.769428567,1.342465753,0.9890958,5.028169014,1.764505847,2.915492958,1.770766411,3.826666667,1.166808228,0.036788306,0.001594792
217,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,1,0,2,0,2,0,1,0,0,1990,26,Male,Turkish,,,2.155544518,1.342465753,0.803104706,2.283783784,1.266212887,1.958333333,1.357685479,3.535211268,1.779494197,3.542857143,1.691288115,4.287671233,0.949845778,0.052495008,0.005359012
223,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,92.0 mm,138 mm,2.82 m,0,0,1,0,2,0,0,0,0,1995,21,Male,Turkish,70,166,1.893046169,1.716216216,1.287668279,4.452054795,1.536962154,1.164383562,0.527407144,4.863013699,1.98126691,2.418918919,1.364990408,3.493333333,1.223346466,0.040095802,0.021087811
224,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,92.0 mm,138 mm,2.82 m,0,0,1,0,2,0,0,0,1,1996,20,Male,Turkish,78,184,2.062139296,2.41025641,1.623175479,3.961538462,1.390527394,2.230769231,1.422665113,4.474358974,1.625481818,3.08974359,1.676312414,2.961038961,1.196943019,0.050158489,0.023183164
225,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,,,126,90.0 mm,135 mm,,0,0,1,0,2,0,0,1,0,1990,26,Male,Turkish,,,2.074626062,3.026315789,1.712492797,5.142857143,1.33489883,1.207792208,0.569802882,5.789473684,1.135086364,3.368421053,1.590321605,4.194805195,0.726182539,0.054011708,0.050211727
230,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1996,20,Male,Turkish,60,172,1.801626422,1.973333333,1.196541563,4,1.482289816,1.407894737,0.911813308,4.706666667,1.658502527,3.534246575,1.599324439,3.96,1.108200392,0.046939177,0.018558247
240,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1996,20,Male,Turkish,61,177,1.904788628,2.443037975,1.402807034,3.417721519,1.345530064,1.871794872,1.177262667,4.844155844,1.606442089,4.584415584,1.481026043,4.285714286,0.740859083,0.045727677,0.024861783
241,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,2.82 m,0,0,2,0,2,0,0,0,0,1994,22,Male,Turkish,70,174,2.021792934,2.386666667,1.601463295,3.833333333,1.538244838,2.013513514,1.512443756,4.653333333,1.546515991,3.773333333,1.623920293,4.173333333,0.87569792,0.039533728,0.01909515
247,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,13,125,105.0 mm,157 mm,2.82 m,0,0,2,0,0,0,0,0,0,1996,20,Male,Turkish,74,176,2.126265682,2.414285714,1.377803936,3.4,1.423736994,2.287671233,1.611412873,4.109589041,1.603482701,4.189189189,1.59344269,3.472222222,1.12553239,0.040364807,0.035894897
249,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,11,125,105.0 mm,157 mm,2.82 m,0,0,1,0,1,0,0,0,0,1995,21,Male,Turkish,82,183,1.868447079,4.432432432,1.712812964,3.8,1.304876509,2.76,1.540796565,4.394736842,1.424349652,4.723684211,1.47511522,3.04,1.005928373,0.042758607,0.030195839
250,NIKON D90,AF-S DX VR Zoom-Nikkor 18-105mm f/3.5-5.6G ED,1/125,10,125,105.0 mm,157 mm,4.22 m,0,0,1,0,2,0,0,0,0,1995,21,Male,Turkish,68,172,2.029038468,1.949367089,1.186448419,2.894736842,1.536914202,2.810126582,1.664685613,3.291139241,1.553753922,3.171052632,1.569612758,3.423076923,0.960508939,0.027666817,0.01945018
